# ----------------------------------------
# Pages and screens: Page path and screen class
# Account: Genera Industrial
# Property: Genera Industrial GA4 - Dardock
# ----------------------------------------
# 
# All Users
# Start date: 20260101
# End date: 20260501
Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
/products/registro-de-datos-cable-y-software,3,3,1,4.666666666666667,8,5,0
/products/serie-acf6000,3,1,3,20,19,6,0
/products/serie-afc365,3,1,3,6,8,5,0
/products/serie-amc3200-1,3,3,1,21.666666666666668,9,5,0
/products/serie-amf100,3,2,1.5,44,10,6,0
/products/serie-apt3200,3,3,1,17.333333333333332,11,6,0
/products/serie-apt8000,3,3,1,3.6666666666666665,9,3,0
/products/serie-auf620,3,2,1.5,97,10,4,0
/products/serie-auf752,3,1,3,34,15,5,0
/products/serie-avf7000,3,1,3,38,16,4,0
/products/silenciador-largo,3,3,1,21.666666666666668,13,8,0
/products/sonda-radiometrica-para-irradiancia-uvb-lpuvb03blav,3,2,1.5,160,14,8,0
/products/soporte-deslizable-de-muro,3,3,1,6.333333333333333,10,6,0
/products/teflon-liquido,3,2,1.5,12,10,7,0
/products/valvula-secadora-automatica,3,3,1,46.666666666666664,9,5,0
/acerca,2,1,2,11,6,6,0
/checkouts/cn/hWNBG09zwEJfMORlBfD1y5VS/en-cl,2,1,2,32,9,4,0
/collections/aire-medico,2,2,1,5,4,3,0
/collections/alia-genera-industrial,2,1,2,36,6,6,0
/collections/computador-de-flujo,2,2,1,3,3,3,0
/collections/flujometro-de-area-variable,2,1,2,8,3,3,0
/collections/flujometro-de-turbina-1,2,2,1,6,5,4,0
/collections/flujometro-masico,2,2,1,18,8,8,0
/collections/positive-displacement-flowmeter-oval-gear,2,1,2,0,6,6,0
/collections/reguladores-de-domo,2,1,2,2,6,6,0
/collections/reguladores-de-presion-de-cilindro,2,2,1,11,6,6,0
/collections/salidas-de-gases-medicinales-1,2,2,1,27.5,8,8,0
/collections/sistema-de-aire-y-vacio-medicinal,2,2,1,13,4,4,0
/collections/transmisor-de-nivel-radar-1,2,2,1,5,4,3,0
/collections/vacio-medico,2,2,1,5,6,3,0
/collections/valvula-de-domo,2,1,2,13,7,7,0
/marca/3,2,2,1,104,11,7,0
/pages/certificacion-hylok,2,2,1,2,5,4,0
/pages/certificados-fluke,2,1,2,11,4,4,0
/productos/marc/7,2,1,2,0,5,5,0
/products/abrazadera-hidraulica-placa-inf-extendida-cs,2,1,2,13,6,3,0
/products/arrestallama-rotarex-para-acetileno-modelo-df3l,2,1,2,33,7,5,0
/products/calibrador-de-precision-de-lazo-fluke709,2,1,2,79,8,6,0
/products/calibrador-de-presion-electrica-fluke-719,2,1,2,7,5,2,0
/products/central-de-gases-automatica-de-alto-flujo-300m3-h-multigas-serie-cen-in-300-bar-out-16-bar esa vale 900 por lista de precios,2,2,1,1.5,7,7,0
/products/desbarbadora-de-tubing-inox,2,2,1,23,7,5,0
/products/estacion-de-monitoreo-de-ruido-hd2011nmt,2,2,1,14.5,9,7,0
/products/filtro-de-particulas-atmosfera-libre-de-nitrogeno,2,2,1,24.5,8,6,0
/products/kit-de-bomba-de-prueba-hidraulica-de-0-a-10-000-psi-700-bar,2,2,1,20.5,9,7,0
/products/liquido-detector-de-fugas-inerte-de-236ml-o2-compatible,2,1,2,100,10,6,0
/products/lubricator-medio,2,1,2,2,8,6,0
/products/manguera-de-prueba-hidraulica-10-000-psi-690-bar,2,1,2,33,6,2,0
/products/medicion-de-temperatura,2,2,1,59,9,6,0
/products/modulos-de-presion-alta-fluke-750p-copia,2,1,2,57,6,4,0
/products/panel-de-control-para-aire-de-instrumentos,2,1,2,35,9,6,0
/products/panel-de-control-para-nitrogeno,2,1,2,36,9,6,0
/products/pinza-medidor-de-milamperio-de-proceso,2,2,1,7.5,9,6,0
/products/pluviometro-de-pesaje-hd2016,2,1,2,9,8,6,0
/products/puesto-de-consumo-multigas-de-alta-0-a-10-bar-completo,2,1,2,32,8,4,0
/products/racor-rapido-reducer,2,2,1,11.5,10,8,0
