# ----------------------------------------
# Página de destino: Página de destino
# Account: Cuenta de Google Ads
# Property: www.cosasnuestras.cl - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20260101
# End date: 20260501
Landing page,Average engagement time per active user,Bounce rate,Sessions,Event count,Add to carts,Checkouts,Ecommerce purchases,Session key event rate,Total revenue
/products/caja-bizcochos-don-satur-dulces-x30,33.166666666666664,1,32,128,8,1,0,0.0625,0
/products/kit-latas-hojas-mate-sabio-patitas,11.65625,1,37,128,0,0,0,0,0
/collections/cafe,3.8983050847457625,0.9830508474576272,59,125,4,0,0,0.01694915254237288,0
/products/mate-vidrio-camionero-goma-eva,26.153846153846153,1,26,123,1,1,0,0.07692307692307693,0
/products/kit-caja-navidena-2022,33.75,1,21,121,2,0,0,0.09523809523809523,0
/policies/shipping-policy,116.72727272727273,0.9230769230769231,13,119,3,1,2,0.15384615384615385,78159.000492
/blogs/mate-con-amigos/puedo-tomar-mate-si-estoy-amamantando,32.10606060606061,1,72,116,0,0,0,0,0
/collections/bolso-matero/products/bolso-matero-negro-cafe-claro,18.666666666666668,1,31,116,2,0,0,0.06451612903225806,0
/products/mate-vidrio-copa-eco-carpincho,21.136363636363637,1,24,116,0,0,0,0,0
/products/mate-vidrio-eco-cuero-pedestal-ii,8.636363636363637,1,35,116,0,0,0,0,0
/products/mate-de-vidrio-templado-tipo-camionero-verde,50.75,1,21,114,0,0,0,0,0
/blogs/recetas-nuestras/mate-vs-te-verde,49.2962962962963,1,63,109,0,0,0,0,0
/collections/kit-y-set-de-mate/products/set-completo-bolso-mate-simil-madera-termo-bombilla-y-cepillo-copy-1,27.63157894736842,0.9583333333333334,24,109,0,1,0,0.041666666666666664,0
/products/mate-terraza-negro,25.318181818181817,1,23,109,3,2,0,0.13043478260869565,0
/collections/parrillas,1.878787878787879,1,66,108,0,0,0,0,0
/products/juego-de-mate-de-acero-inoxidable-kit-de-3-piezas,25.96551724137931,1,29,108,0,0,0,0,0
/collections/bolso-matero/products/portatermo-compartimiento-gris-oscuro,15.2,1,47,107,0,0,0,0,0
/products/3-yerbas-mate-pipore-buen-pastor-cachamate,171,1,11,107,5,3,1,0.09090909090909091,17582.999588
/products/yerba-mate-cbse-jengibre-500grs,13.5,1,34,107,0,0,0,0,0
/products/mermelada-dulcor-de-zapallo-x-454-gr,58,1,12,106,9,1,0,0.16666666666666666,0
